Country,Countrycode3,Countrycode2,Year,Population,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Source_Comments,Region,Region_sub,Currency,Reference_Period,Welfaredefn,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,EU,OECD,Year_cat,Welfaredefn_new,Equivsc_new,AgeCovr_new,AreaCovr_new,PopCovr_new,IncSharU_new,UofAnala_new,Exchangerate,Mean_usd,Median_usd
Panama,PAN,PA,2001,3.086887,Upper middle income,1800,,56.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.6,1.6,2.6,3.7,5,6.5,8.5,11.5,17,42.9,2.2,6.3,11.5,20,59.9,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1800,
Panama,PAN,PA,2001,3.086887,Upper middle income,4431.84,2502.24,57.3,World Bank 2016,0.4,1.44,2.53,3.67,4.95,6.5,8.54,11.57,17.12,43.28,1.84,6.2,11.45,20.11,60.4,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2002,3.144728,Upper middle income,,,51.5,ECLAC,1.2,2.4,3.4,4.2,5.6,6.8,8.8,11.4,16.8,39.6,3.6,7.6,12.4,20.2,56.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2002,3.144728,Upper middle income,,,55.3,ECLAC,1,1.8,2.8,3.8,5,6.4,8.6,11.4,17,42.4,2.8,6.6,11.4,20,59.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2002,3.144728,Upper middle income,,,56.7,ECLAC,0.8,1.6,2.6,3.6,4.8,6.4,8.4,11.4,17,43.4,2.4,6.2,11.2,19.8,60.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2002,3.144728,Upper middle income,,,54.3,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.9,1.9,2.9,4,5.2,6.7,8.6,11.4,16.4,41.9,2.8,6.9,11.9,20,58.3,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2002,3.144728,Upper middle income,1992,,56.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,1.7,2.7,3.7,4.9,6.4,8.4,11.3,16.7,43.5,2.5,6.4,11.3,19.7,60.2,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,1992,
Panama,PAN,PA,2002,3.144728,Upper middle income,4855.2,2689.08,56.59,World Bank 2016,0.75,1.7,2.64,3.67,4.86,6.37,8.41,11.31,16.71,43.59,2.45,6.31,11.23,19.72,60.3,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2003,3.202511,Upper middle income,,,56.3,ECLAC,0.6,1.6,2.6,3.6,5,6.6,8.6,11.6,17.4,42.4,2.2,6.2,11.6,20.2,59.8,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2003,3.202511,Upper middle income,,,55.4,ECLAC,1,1.8,2.6,3.6,5,6.6,8.8,11.6,17,42,2.8,6.2,11.6,20.4,59,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2003,3.202511,Upper middle income,,,50.7,ECLAC,1.2,2.4,3.4,4.4,5.6,7,8.8,11.6,17,38.4,3.6,7.8,12.6,20.4,55.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2003,3.202511,Upper middle income,,,54.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.9,1.9,3,4.1,5.2,6.7,8.5,11.3,16.7,41.7,2.8,7.1,11.9,19.8,58.4,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2003,3.202511,Upper middle income,2052,,56.1,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,1.7,2.7,3.8,4.9,6.4,8.3,11.3,17,43.1,2.5,6.5,11.3,19.6,60.1,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2052,
Panama,PAN,PA,2003,3.202511,Upper middle income,4990.68,2771.76,56.37,World Bank 2016,0.73,1.71,2.71,3.74,4.9,6.4,8.33,11.29,17.01,43.19,2.44,6.45,11.3,19.62,60.2,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2004,3.260611,Upper middle income,,,48.4,ECLAC,1.4,2.6,3.6,4.6,5.8,7.2,9.2,12,17.4,36,4,8.2,13,21.2,53.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2004,3.260611,Upper middle income,,,54.1,ECLAC,0.8,1.8,2.8,4,5.2,6.8,9,12,17.8,39.8,2.6,6.8,12,21,57.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2004,3.260611,Upper middle income,,,54.5,ECLAC,1,1.8,2.8,3.8,5,6.6,8.8,11.8,17.4,40.8,2.8,6.6,11.6,20.6,58.2,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2004,3.260611,Upper middle income,,,52.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1,2,3.1,4.2,5.4,6.9,8.8,11.6,17.1,40,3,7.3,12.3,20.4,57.1,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2004,3.260611,Upper middle income,2076,,54.9,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,1.8,2.8,3.8,5.1,6.6,8.5,11.6,17.3,41.6,2.6,6.6,11.7,20.1,58.9,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2076,
Panama,PAN,PA,2004,3.260611,Upper middle income,5025,2900.4,55.06,World Bank 2016,0.79,1.79,2.81,3.83,5.07,6.57,8.53,11.58,17.37,41.65,2.58,6.64,11.64,20.11,59.02,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2005,3.319301,Upper middle income,,,52.4,ECLAC,1.2,2,3,4.2,5.4,6.8,9,12,17.4,39.2,3.2,7.2,12.2,21,56.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2005,3.319301,Upper middle income,,,52.9,ECLAC,0.8,2,3,4,5.4,7,9,12.2,17.6,39,2.8,7,12.4,21.2,56.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2005,3.319301,Upper middle income,,,48,ECLAC,1.4,2.6,3.6,4.8,5.8,7.4,9.4,12,17.2,35.8,4,8.4,13.2,21.4,53,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2005,3.319301,Upper middle income,,,51.6,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1,2.1,3.2,4.3,5.5,7,9,11.8,17.2,38.7,3.1,7.5,12.5,20.8,55.9,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2005,3.319301,Upper middle income,2100,,53.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.9,1.9,3,4,5.2,6.7,8.8,11.8,17.4,40.4,2.8,7,11.9,20.6,57.8,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2100,
Panama,PAN,PA,2005,3.319301,Upper middle income,4929.6,2877,53.99,World Bank 2016,0.84,1.9,2.94,3.95,5.2,6.66,8.75,11.83,17.39,40.52,2.74,6.89,11.86,20.58,57.91,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2006,3.3786,Upper middle income,,,48.4,ECLAC,1.4,2.6,3.6,4.8,5.8,7.4,9.2,11.8,16.6,36.8,4,8.4,13.2,21,53.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2006,3.3786,Upper middle income,,,54.9,ECLAC,1,1.8,2.8,3.8,5.2,6.8,8.6,11.6,16.8,41.6,2.8,6.6,12,20.2,58.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2006,3.3786,Upper middle income,,,54,ECLAC,0.8,1.8,2.8,4,5.4,7,9,12,17.2,40,2.6,6.8,12.4,21,57.2,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2006,3.3786,Upper middle income,,,52.8,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.9,2,3.2,4.3,5.4,6.8,8.8,11.6,16.9,40,2.9,7.5,12.2,20.4,56.9,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2006,3.3786,Upper middle income,2196,,54.9,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,0.8,1.8,2.9,3.9,5.1,6.5,8.6,11.5,17.1,41.7,2.6,6.8,11.6,20.1,58.8,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2196,
Panama,PAN,PA,2006,3.3786,Upper middle income,5035.8,2903.28,55.06,World Bank 2016,0.74,1.79,2.87,3.93,5.13,6.54,8.61,11.52,17.09,41.79,2.53,6.8,11.67,20.13,58.88,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2007,3.438398,Upper middle income,,,52.8,ECLAC,1.2,2.2,3.2,4,5.2,6.6,8.6,11.6,16.8,40.6,3.4,7.2,11.8,20.2,57.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2007,3.438398,Upper middle income,,,52.4,ECLAC,1,2,3,4.2,5.6,7,9.2,12,17,39,3,7.2,12.6,21.2,56,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2007,3.438398,Upper middle income,,,47.1,ECLAC,1.6,2.8,3.8,4.8,6,7.4,9.2,11.8,16.4,36,4.4,8.6,13.4,21,52.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2007,3.438398,Upper middle income,4421,3000,48.7,Luxembourg Income Study (LIS) 2016,1.17,2.33,3.51,4.69,5.97,7.62,9.52,12.32,16.94,35.94,3.5,8.2,13.59,21.84,52.88,0.43,23.59,New 2017,High,,Americas,Central America,Balboa,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Other,All,All,All,Household,Person,1,4421,3000
Panama,PAN,PA,2007,3.438398,Upper middle income,,,50.7,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.2,2.3,3.4,4.5,5.7,7.2,9,11.7,16.5,38.5,3.5,7.9,12.9,20.7,55,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2007,3.438398,Upper middle income,2700,,52.9,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1,2,3.1,4.2,5.4,6.9,8.9,11.7,16.7,40.2,3,7.3,12.3,20.6,56.9,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2700,
Panama,PAN,PA,2007,3.438398,Upper middle income,5261.28,3210.24,52.97,World Bank 2016,0.97,2.01,3.07,4.15,5.38,6.91,8.88,11.68,16.73,40.22,2.98,7.22,12.29,20.56,56.95,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2008,3.498679,Upper middle income,,,54.6,ECLAC,1.2,2,2.8,3.8,5.2,6.6,8.6,11.4,16.6,41.8,3.2,6.6,11.8,20,58.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2008,3.498679,Upper middle income,,,46.6,ECLAC,1.6,3,4,5,6.2,7.4,9.2,11.6,16.2,35.8,4.6,9,13.6,20.8,52,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2008,3.498679,Upper middle income,,,52.4,ECLAC,1,2,3.2,4.2,5.6,7.2,9.2,12,16.8,39.2,3,7.4,12.8,21.2,56,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2008,3.498679,Upper middle income,,,50.2,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.1,2.3,3.5,4.6,5.8,7.3,9.1,11.5,16.2,38.6,3.4,8.1,13.1,20.6,54.8,,,New 2017,High,With implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2008,3.498679,Upper middle income,,,50.4,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.2,2.4,3.5,4.6,5.8,7.2,8.9,11.4,16,38.8,3.6,8.1,13,20.3,54.8,,,New 2017,High,Without implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2008,3.498679,Upper middle income,3120,,52.6,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1,2.2,3.2,4.3,5.4,6.9,8.7,11.3,16.3,40.6,3.2,7.5,12.3,20,56.9,,,New 2017,High,With implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,3120,
Panama,PAN,PA,2008,3.498679,Upper middle income,2832,,52.7,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1,2.1,3.2,4.2,5.5,7,8.8,11.5,16.5,40.3,3.1,7.4,12.5,20.3,56.8,,,New 2017,High,Without implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,2832,
Panama,PAN,PA,2008,3.498679,Upper middle income,6270.96,3848.04,52.63,World Bank 2016,1.04,2.15,3.21,4.26,5.45,6.89,8.72,11.33,16.34,40.61,3.19,7.47,12.34,20.05,56.95,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2009,3.559401,Upper middle income,,,52.6,ECLAC,1,2.2,3.2,4.2,5.4,7,8.8,11.6,16.8,39.6,3.2,7.4,12.4,20.4,56.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2009,3.559401,Upper middle income,,,47.9,ECLAC,1.6,2.8,3.8,4.8,6,7.2,9,11.4,16.2,37,4.4,8.6,13.2,20.4,53.2,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2009,3.559401,Upper middle income,,,50.6,ECLAC,1.4,2.6,3.4,4.4,5.4,6.8,8.8,11.4,16.4,39.2,4,7.8,12.2,20.2,55.6,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2009,3.559401,Upper middle income,,,49.5,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.5,2.6,3.6,4.6,5.8,7.1,8.8,11.3,15.9,38.7,4.1,8.2,12.9,20.1,54.6,,,New 2017,High,With implicit rent,Americas,Central America,,,"Income, net",Household,Person,Household eq,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Panama,PAN,PA,2009,3.559401,Upper middle income,3216,,52,Socio-Economic Database for Latin America and the Caribbean (SEDLAC) 2016,1.3,2.3,3.3,4.3,5.4,6.8,8.6,11.3,16.2,40.5,3.6,7.6,12.2,19.9,56.7,,,New 2017,High,With implicit rent,Americas,Central America,LCU,Year,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,"Income, disposable",Household per capita,All,All,All,Household,Person,1,3216,
Panama,PAN,PA,2009,3.559401,Upper middle income,6343.92,3843.72,52.03,World Bank 2016,1.25,2.3,3.26,4.31,5.43,6.8,8.63,11.3,16.23,40.49,3.55,7.57,12.23,19.93,56.72,,,New 2017,Average,PovcalNet,Americas,Central America,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Panama,PAN,PA,2010,3.620506,Upper middle income,,,52.8,ECLAC,1,2,3.2,4.4,5.6,7,8.8,11.8,16.8,39.6,3,7.6,12.6,20.6,56.4,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,2010-2015,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
Panama,PAN,PA,2010,3.620506,Upper middle income,,,47.7,ECLAC,1.6,3,4,4.8,5.8,7.2,9,11.6,16,37,4.6,8.8,13,20.6,53,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Urban,All,All,Non-EU,Non-OECD,2010-2015,"Income, disposable",Household per capita,All,Urban,All,Household,Person,,,
Panama,PAN,PA,2010,3.620506,Upper middle income,,,51.8,ECLAC,1.2,2.2,3.2,4.2,5.4,7,9,12,17.2,38.6,3.4,7.4,12.4,21,55.8,,,,High,,Americas,Central America,,,"Income, net",Household,Person,Per capita,Rural,All,All,Non-EU,Non-OECD,2010-2015,"Income, disposable",Household per capita,All,Rural,All,Household,Person,,,
Panama,PAN,PA,2010,3.620506,Upper middle income,5380,3692,48,Luxembourg Income Study (LIS) 2016,1.21,2.42,3.68,4.88,6.23,7.67,9.56,12.07,16.31,35.96,3.63,8.56,13.9,21.63,52.27,0.44,24.12,New 2017,High,,Americas,Central America,Balboa,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,Non-EU,Non-OECD,2010-2015,"Income, disposable",Other,All,All,All,Household,Person,1,5380,3692
